pool_address,block_number,block_time,tx_hash,qty0,qty1
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3870885e+07,2023-02-12 13:34:44.000 UTC,0x2d33665f3637d2a19ffa7b6337eaa1e0a8e016ce4ce407ccf1b41ad338e055ca,1005415259163021,1696546
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3871277e+07,2023-02-12 13:37:00.000 UTC,0x5ca2391b04f34daf0fb69b230b59b6731b4f67215fba8c0a76b68fc37bea7993,44877853511575,75749
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3871277e+07,2023-02-12 13:37:00.000 UTC,0x5ca2391b04f34daf0fb69b230b59b6731b4f67215fba8c0a76b68fc37bea7993,0,0
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3872503e+07,2023-02-12 13:43:30.000 UTC,0x951e2bea6ab59aba77ac7aab8c6f2639baa7974a3972625a3140b50698c084a9,164517553065144,277685
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3873572e+07,2023-02-12 13:48:45.000 UTC,0x7a7345cf8aa76f37b6a882c0f6bf143d35453e0da7609e3e26e34fda962b2da9,83142335207308,140395
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3880757e+07,2023-02-12 14:33:00.000 UTC,0x1722da9365dab3b8131398594960e52d35ad9fba7f85422cd2e6b3a2b1abc99e,1036357169227188,1752837
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3881819e+07,2023-02-12 14:38:16.000 UTC,0xd893d87f541a57014a6dacb2f8826bd47b22ee4542ef0bcb4f03bd9887008afd,281529901551447,477084
0xda74db17023750d02b83be2559a4eaa013b65c54,7.3887037e+07,2023-02-12 15:07:08.000 UTC,0xd10ac75b18e0f6dcd2ff1ac0546db2d572ddd8d49d4716c257c1476842c3ed92,14630082033666741,16205358279031066
0x5fc53f707c7aacd460a1cd564c06e0f07610fcb7,7.3888751e+07,2023-02-12 15:15:42.000 UTC,0xdabd7114bfffc7ce6c1a1cbceaefed70fccb0e9449ef0a5619f1ea1b133a7ace,1207232682584992,2052175
0xdcc97c90dce69407ebfc20a79f75bae4640f7565,7.3893643e+07,2023-02-12 15:47:25.000 UTC,0xd13c8f94e4ba02b3a9214399f2d5b5d600185ace09404feac4d4de6e3499fa61,4370583929269283156,13162013113346866267
